,title,description,link,published
311,"Чемпионат Англии. «МЮ» победил «Ман Сити», «Челси» обыграл «Брентфорд», «Тоттенхэм» разнес «Саутгемптон»","В субботу «Арсенал» дома не смог выиграть у «Эвертона» (0:0), «Ливерпуль» потерял очки в матче с «Фулхэмом» (2:2), играя в меньшинстве с 17-й минуты.
В воскресенье «Манчестер Сити» проиграл в дерби «Манчестер Юнайтед» (1:2), ведя в счете до 88-й минуты. «Челси» дома справился с «Брентфордом» (2:1), «Тоттенхэм» на выезде разгромил «Саутгемптон» (5:0).
Чемпионат Англии
16-й тур



Брайтон &ndash; Кристал Пэлас


1:3&nbsp;(0:2, 1:1)


Дата проведения

15 декабря, 17:00,&nbsp;&#171;Фолмер AMEX Стэдиум&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


0:1 &ndash;
27&nbsp;Чалоба, 
0:2 &ndash;
33&nbsp;Сарр, 
0:3 &ndash;
82&nbsp;Сарр, 
1:3 &ndash;
87, автогол&nbsp;Гехи.


Брайтон &ndash;
Вербрюгген, Эступиньян, Данк, ван Хекке, Лэмпти (Энсисо, 46), Айяри (Груда, 72), Балеба (Виффер, 88), Митома, Рюттер (Фергюсон, 72), Минте (Аденгра, 72), Жоао Педро.

Кристал Пэлас &ndash;
Хендерсон, Гехи, Лакруа, Чалоба, Эзе (Камада, 60), Сарр (Девенни, 90+2), Митчелл (Клайн, 85), Лерма, Хьюз (Дукуре, 85), Муньос, Матета (Нкетиа, 60).

Предупреждения: 

Данк
(45+1), Гехи
(45+4), Муньос
(51), Хендерсон
(69), Сарр
(79).






Манчестер Сити &ndash; Манчестер Юнайтед


1:2&nbsp;(1:0, 0:2)


Дата проведения

15 декабря, 19:30,&nbsp;&#171;Этихад&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


1:0 &ndash;
36&nbsp;Гвардиол, 
1:1 &ndash;
88, пенальти&nbsp;Бруну Фернандеш, 
1:2 &ndash;
90&nbsp;Диалло.


Манчестер Сити &ndash;
Эдерсон, Матеуш Нунеш, Гвардиол, Рубен Диаш, Уокер, Гюндоган (Савио, 89), Доку (Грилиш, 77), Фоден, де Брюйне (Ковачич, 68), Бернарду Силва, Холанд.

Манчестер Юнайтед &ndash;
Онана, Мартинес, Магуайр, де Лигт (Йоро, 79), Диогу Далот, Угарте, Бруну Фернандеш, Мазрауи (Антони, 78), Маунт (Майну, 14), Хейлунд (Зиркзе, 78), Диалло (Линделеф, 90+1).

Предупреждения: 

Уокер
(40), Хейлунд
(40).






Челси &ndash; Брентфорд


2:1&nbsp;(1:0, 1:1)


Дата проведения

15 декабря, 22:00,&nbsp;&#171;Стэмфорд Бридж&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


1:0 &ndash;
43&nbsp;Кукурелья, 
2:0 &ndash;
80&nbsp;Джексон, 
2:1 &ndash;
90&nbsp;Мбемо.


Челси &ndash;
Санчес, Кукурелья, Колуилл, Адарабиойо, Гюсто, Фернандес, Кайседо, Санчо, Палмер, Мадуэке, Джексон (Нкунку, 83).

Брентфорд &ndash;
Флеккен, Коллинз, Пиннок, ван ден Берг, Льюис-Поттер (Мегома, 86), Дамсгор (Янельт, 63), Нергор, Ярмолюк (Карвалью, 75), Роэрслев (Айер, 76), Висса (Шаде, 76), Мбемо.

Предупреждения: 

Кукурелья
(90+5), Янельт
(90+7), Шаде
(90+8).


Удаление: 

Кукурелья
(90+8).






Саутгемптон &ndash; Тоттенхэм


0:5&nbsp;(0:5, 0:0)


Дата проведения

15 декабря, 22:00,&nbsp;&#171;Сент-Мэри&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


0:1 &ndash;
1&nbsp;Мэддисон, 
0:2 &ndash;
12&nbsp;Сон Хын Мин, 
0:3 &ndash;
14&nbsp;Кулусевски, 
0:4 &ndash;
25&nbsp;Сарр, 
0:5 &ndash;
45+4&nbsp;Мэддисон.


Саутгемптон &ndash;
Маккарти, Мэннинг (Сугавара, 62), Беднарек, Харвуд-Беллис, Уокер-Питерс, Фернандеш, Даунс, Арибо, Диблинг, Сулемана (Вуд-Гордон, 15), Армстронг (Арчер, 82).

Тоттенхэм &ndash;
Форстер, Удоджи (Порро, 28), Дрэгушин, Грэй, Спенс (Доррингтон, 77), Бергвалль, Сарр, Сон Хын Мин (Джонсон, 46), Мэддисон (Вернер, 77), Кулусевски, Соланке (Лэнкшир, 82).

Предупреждения: 

Бергвалль
(30), Фернандеш
(36), Мэддисон
(50), Джонсон
(58).






Борнмут &ndash; Вест Хэм





Дата проведения

16 декабря, 23:00,&nbsp;&#171;Дин Корт&#187; 


превью матча
онлайн
статистика
коэффициенты

        





Арсенал &ndash; Эвертон


0:0&nbsp;(0:0, 0:0)


Дата проведения

14 декабря, 18:00,&nbsp;&#171;Эмирейтс&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Арсенал &ndash;
Райя, Габриэл, Салиба, Льюис-Скелли (Парти, 69), Тимбер, Мерино (Габриэл Жезус, 69), Райс (Жоржиньо, 62), Эдегор (Нванери, 62), Мартинелли (Троссард, 74), Хавертц, Сака.

Эвертон &ndash;
Пикфорд, Миколенко, Брэнтуэйт, Тарковски, Янг, Дукуре, Гуйе, Мангаля, Ндиай, Калверт-Льюин (Броя, 66), Харрисон (Линдстрем, 66).

Предупреждения: 

Янг
(72), Пикфорд
(77), Броя
(81).






Вулверхэмптон &ndash; Ипсвич


1:2&nbsp;(0:1, 1:1)


Дата проведения

14 декабря, 18:00,&nbsp;&#171;Молинью&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


0:1 &ndash;
15, автогол&nbsp;Доэрти, 
1:1 &ndash;
72&nbsp;Матеус Кунья, 
1:2 &ndash;
90+4&nbsp;Тэйлор.


Вулверхэмптон &ndash;
Джонстон, Гомеш, Буэно, Семеду, Матеус Кунья, Белльгард (Хван Хи Чхан, 72), Аит-Нури, Лемина, Андре (Дойл, 46), Доэрти (Гедеш, 64), Ларсен.

Ипсвич &ndash;
Мурич, Дэвис, Берджесс, О`Ши, Кларк, Каюсте (Кларк, 75), Морси, Хатчинсон, Чаплин (Тэйлор, 75), Бернс (Джонсон, 84), Делап (Аль-Хамади, 84).

Предупреждения: 

Аит-Нури
(45+1), Кларк
(62), Тэйлор
(90+4), Делап
(90+5).


Удаление: 

Аит-Нури
(90+5).






Ньюкасл &ndash; Лестер


4:0&nbsp;(1:0, 3:0)


Дата проведения

14 декабря, 18:00,&nbsp;&#171;Сент-Джеймс Парк&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


1:0 &ndash;
30&nbsp;Мерфи, 
2:0 &ndash;
47&nbsp;Бруно Гимараэс, 
3:0 &ndash;
50&nbsp;Исак, 
4:0 &ndash;
60&nbsp;Мерфи.


Ньюкасл &ndash;
Дубравка, Холл, Берн, Шер, Ливраменто (Триппьер, 64), Жоэлинтон, Тонали, Бруно Гимараэс (Лонгстафф, 64), Гордон (Уиллок, 81), Мерфи (Барнс, 64), Исак (Осула, 73).

Лестер &ndash;
Хермансен (Уорд, 46), Кристиансен, Вестергор, Коуди, Джастин, Чоудури (Околи, 59), Скипп, Мавидиди (Буонанотте, 59), Эль-Ханнус (Декордова-Рид, 82), Макатир, Варди (Дака, 59).

Предупреждения: 

Скипп
(20), Мерфи
(35), Бруно Гимараэс
(39), Жоэлинтон
(71), Вестергор
(90+2), Околи
(90+6).






Ливерпуль &ndash; Фулхэм


2:2&nbsp;(0:1, 2:1)


Дата проведения

14 декабря, 18:00,&nbsp;&#171;Энфилд&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


0:1 &ndash;
11&nbsp;Перейра, 
1:1 &ndash;
47&nbsp;Гакпо, 
1:2 &ndash;
76&nbsp;Родриго Муниз, 
2:2 &ndash;
86&nbsp;Диогу Жота.


Ливерпуль &ndash;
Алиссон, Робертсон, ван Дейк, Гомес, Александер-Арнолд (Диогу Жота, 79), Собослаи (Эллиот, 79), Гравенберх, Джонс (Куанса, 70), Гакпо (Нуньес, 70), Диас, Салах.

Фулхэм &ndash;
Лено, Робинсон, Куэнка, Диоп, Тете (Кастань, 55), Лукич, Берге, Уилсон (Траоре, 87), Перейра (Смит-Роу, 69), Ивоби, Хименес (Родриго Муниз, 68).

Предупреждения: 

Диоп
(1), Диас
(7), Перейра
(9), Робинсон
(27), Слот
(57), Джонс
(57), Берге
(83), Нуньес
(88).


Удаление: 

Робертсон
(17).






Ноттингем Форест &ndash; Астон Вилла


2:1&nbsp;(0:0, 2:1)


Дата проведения

14 декабря, 20:30,&nbsp;&#171;Сити Граунд&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


0:1 &ndash;
63&nbsp;Дуран, 
1:1 &ndash;
87&nbsp;Миленкович, 
2:1 &ndash;
90+3&nbsp;Эланга.


Ноттингем Форест &ndash;
Зельс, Уильямс, Мурилло (Морато, 68), Миленкович, Айна, Андерсон, Йейтс (Силва, 68), Хадсон-Одои (Боли, 90+4), Гиббс-Уайт, Домингес (Эланга, 77), Вуд.

Астон Вилла &ndash;
Мартинес, Динь (Матсен, 90+1), Пау Торрес, Диего Карлос, Конса, Тилеманс (Онана, 74), Камара (Баркли, 90+1), Макгинн, Роджерс, Кэш, Дуран (Уоткинс, 74).

Предупреждение: 

Дуран
(70).



ПРИМЕЧАНИЕ: время начала матчей – московское. 
Таблица АПЛ
Статистика АПЛ",https://www.sports.ru/football/1116568146-chempionat-anglii-arsenal-primet-everton-liverpul-fulxem-man-siti-sygr.html,"Sun, 15 Dec 2024 23:55:00 +0300"
312,"«Челси» победил «Брентфорд» – 2:1. Кукурелья, Джексон и Мбемо забили","Спортс” проводил текстовую онлайн-трансляцию матча.
На 43-й счет открыл защитник хозяев Марк Кукурелья. На 80-й форвард Николас Джексон удвоил преимущество «синих». На 90-й Бриан Мбемо отыграл один мяч.
«Челси» набрал 34 очка и занимает второе место в таблице. У «Ливерпуля» 36 баллов и игра в запасе.



Челси &ndash; Брентфорд


2:1&nbsp;(1:0, 1:1)


Дата проведения

15 декабря, 22:00,&nbsp;&#171;Стэмфорд Бридж&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


1:0 &ndash;
43&nbsp;Кукурелья, 
2:0 &ndash;
80&nbsp;Джексон, 
2:1 &ndash;
90&nbsp;Мбемо.


Челси &ndash;
Санчес, Кукурелья, Колуилл, Адарабиойо, Гюсто, Фернандес, Кайседо, Санчо, Палмер, Мадуэке, Джексон (Нкунку, 83).

Брентфорд &ndash;
Флеккен, Коллинз, Пиннок, ван ден Берг, Льюис-Поттер (Мегома, 86), Дамсгор (Янельт, 63), Нергор, Ярмолюк (Карвалью, 75), Роэрслев (Айер, 76), Висса (Шаде, 76), Мбемо.

Предупреждения: 

Кукурелья
(90+5), Янельт
(90+7), Шаде
(90+8).


Удаление: 

Кукурелья
(90+8).


Таблица АПЛ
Статистика АПЛ",https://www.sports.ru/football/1116569280-chelsi-brentford-onlajn-translyacziya-nachnetsya-v-2200.html,"Sun, 15 Dec 2024 23:54:00 +0300"
313,"Квартальнов о переломе носа у Кузьмина: «Хоккей же подразумевает травмы, никто не хотел грязи. Это чисто игровой момент, а по другим были вопросы очень большие»","– Хоккей же подразумевает травмы, правильно? Никто не хотел никакой грязи, этого и в помине не было. Это чисто игровой момент, и я не могу обвинить Усова в этом.
По другим моментам были вопросы очень большие.
– Какие?
– Уже все прошло, что говорить?
У нас один запрос взяли, 1:5 у нас было по удалениям. Мы владели инициативой, играли неплохо. По идее, мягко скажу, мы должны были побольше наиграть на удаление в нашу сторону, а 1:5 – это многовато, – сказал главный тренер сборной Беларуси.
«Хорошо, что он живым вообще остался». Ротенберг критикует судей после травмы Кузьмина",https://www.sports.ru/hockey/1116570154-kvartalnov-o-perelome.html,"Sun, 15 Dec 2024 23:50:00 +0300"
314,У Энцо 10 (3+7) очков в 7 последних матчах за «Челси». Результативное действие – в каждой из этих игр,"Аргентинец ассистировал Николасу Джексону в матче АПЛ с «Брентфордом» (2:1, второй тайм).
На отрезке последних 7 игр в клубе у полузащитника 3 гола и 7 результативных передач, он отмечается результативным действием в каждой из этих игр.
Подробная статистика Энцо доступна здесь.
Энцо расстался с женой-инфлюенсером, которая была его возлюбленной детства и родила двоих детей. Игрок «Челси» захотел пожить отдельно",https://www.sports.ru/football/1116570153-u-enczo-10-37-ochkov-v-7-poslednix-matchax-za-chelsi.html,"Sun, 15 Dec 2024 23:49:00 +0300"
315,"«Милан» к 125-летию устроил церемонию со световым шоу и музыкой. На поле вышли легенды с трофеями, Шевченко, ван Бастена, Индзаги включили в Зал славы перед матчем с «Дженоа»","Перед матчем на «Сан-Сиро» прошла церемония награждения легенд «Милана», вошедших в Зал славы клуба.
Выбранные болельщиками «россонери» через голосование Марко ван Бастен, Филиппо Индзаги и Андрей Шевченко присоединились к почетному вице-президенту Франко Барези – первому официальному члену Зала славы.
Барези, ван Бастен и Индзаги получили специальный приз, созданный для этого события. Шевченко не смог присутствовать по личным причинам, его будут чествовать отдельно в ближайшее время.
На мероприятии также присутствовали Руд Гуллит, Франк Райкард, Алешандре Пато, Кларенс Зеедорф, Андреа Пирло и многие другие известные в прошлом футболисты клуба. Они вынесли на поле завоеванные «Миланом» трофеи.
Церемония сопровождалась музыкой, за которую отвечал диджей на поле, а также световым шоу и хореографическими представлениями.
Перед началом матча, который игроки «Милана» проводят в специальной ретро-форме, зрителям показали праздничное видео о 125-летней истории клуба. Болельщики «Дженоа», находящиеся на стадионе в этот момент, встретили ролик свистом.


Фото: x.com/acmilan",https://www.sports.ru/football/1116570145-milan-ustroil-czeremoniyu-so-svetovym-shou-i-muzykoj-po-sluchayu-125-l.html,"Sun, 15 Dec 2024 23:44:00 +0300"
316,"«Голден Стэйт» пришлось бы обменять Джонатана Кумингу, чтобы заполучить Денниса Шредера и Кэма Джонсона","«Чтобы заполучить и Шредера, и Кэма Джонсона у «Нетс», что, как говорят источники в лиге, «Уорриорз» также рассматривали, им почти наверняка пришлось бы отдать Джонатана Кумингу», – пишет инсайдер Марк Стейн.
В итоге «Голден Стэйт» отдал в «Бруклин» Де’Энтони Мелтона и три пика 2-го раунда в обмен на Денниса Шредера и пик 2-го раунда.",https://www.sports.ru/basketball/1116570151-golden-stejt-prishlos-by-obmenyat-dzhonatana-kumingu-chtoby-zapoluchit.html,"Sun, 15 Dec 2024 23:44:00 +0300"
317,Ямаль показал трофей Golden Boy фанатам «Барсы» перед матчем с «Леганесом»,"17-летний вингер «Барселоны» в конце ноября стал обладателем приза лучшему молодому футболисту года в Европе.
Перед началом матча 17-го тура Ла Лиги на стадионе «Олимпик Льюис Компанис» Ямаль показал награду болельщикам «Барселоны».

Фото: x.com/FCBarcelona
Спортс’’ ведет текстовую онлайн-трансляцию матча (0:1, первый тайм).",https://www.sports.ru/football/1116570142-yamal-pokazal-trofej-golden-boy-fanatam-barsy-pered-matchem-s-leganeso.html,"Sun, 15 Dec 2024 23:44:00 +0300"
318,Аморим о Рэшфорде и Гарначо вне состава «МЮ»: «Мы должны повысить стандарты. Будут хорошо тренироваться – будут бороться за место в составе»,"Тренер «Манчестер Юнайтед» не включил Маркуса Рэшфорда и Алехандро Гарначо в заявку на матч АПЛ с «Манчестер Сити» (2:1).
«Ничего особенного. Закончилась одна игра, начинается новая неделя. Новая неделя, новая жизнь. Если они будут хорошо тренироваться, то будут бороться за место в составе. Они играют, потому что они талантливы. Нам нужны Рэшфорд и Гарначо.
На следующей неделе, если они будут хорошо тренироваться, они будут как все. Это касается всех. Они будут играть или сидеть на скамейке запасных.
Это не дисциплинарный вопрос. Мы должны повысить наши стандарты на поле и за его пределами. Это была обычная неделя», – сказал Аморим.
Мегакамбэк «МЮ» в дерби: опрокинули «Сити», проигрывая к 88-й. Пеп в шоке от Диалло, да и мы тоже!
Амад дает «МЮ» то, что не могут другие. Первая находка и опора Аморима",https://www.sports.ru/football/1116570140-amorim-o-reshforde-i-garnacho-vne-sostava-myu-my-dolzhny-povysit-stand.html,"Sun, 15 Dec 2024 23:42:00 +0300"
319,"Алексей Терещенко: «Ожидал от России большего. В организации игры было слишком много вальяжности. Даже с Казахстаном было непросто, это о многом говорит»","«Честно говоря, я ожидал от игры сборной России большего. В организации игры было слишком много вальяжности.
Например, белорусы в ряде эпизодов смотрелись даже предпочтительнее. Здесь стоит отдать должное Дмитрию Квартальнову – главному тренеру сборной Беларуси. Он проделал отличную работу.
Тем не менее нашей команде есть над чем задуматься и что улучшать. Даже матч с Казахстаном оказался для россиян непростым, что тоже говорит о многом», – отметил трехкратный чемпион мира.",https://www.sports.ru/kazakhstan/1116570139-aleksej-tereshhenko-ozhidal-ot-rossii-bolshego-v-organizaczii-igry-byl.html,"Sun, 15 Dec 2024 23:40:00 +0300"
320,"Чемпионат Италии. «Виртус» дома проиграл «Триесту», «Трапани Шарк» нанес первое поражение «Тренто» и другие результаты","«Виртус» дома проиграл «Триесту», «Трапани Шарк» нанес «Тренто» первое поражение в сезоне.
Чемпионат Италии
Регулярный чемпионат



Динамо Сассари&nbsp;&ndash;&nbsp;Реджо-Эмилия


72:79
(20:20, 22:22, 15:22, 15:15)



Дата проведения

15 декабря, 14.00,&nbsp;&#171;Palasport Roberta Serradimigni&#187; 


Онлайн матча


Динамо Сассари

Fobbs (21),
Биббинс (13 + 7 передач + 5 потерь),
Халилович (7),
Veronesi (5),
Бенджюс (5)&nbsp;&#x2013;&nbsp;старт;
Каппеллетти (9),
Тамбоне (9),
Ренфро (3),
Vincini (0).


Реджо-Эмилия

Уинстон (22),
Файе (9 + 11 подборов),
Барфорд (6),
Гомбо (6),
Грант (3)&nbsp;&#x2013;&nbsp;старт;
Читэм (15),
Ульетти (7),
Фарид (6),
Витали (5),
Килло (0).





Тревизо&nbsp;&ndash;&nbsp;Ваноли Кремона


87:84
(22:22, 24:25, 21:19, 20:18)



Дата проведения

15 декабря, 18.30,&nbsp;&#171;PalaVerde&#187; 


Онлайн матча


Тревизо

Боумэн (23),
Олисевичюс (15),
Масколо (9),
Поликэп (4),
Alston (0)&nbsp;&#x2013;&nbsp;старт;
Макьюра (12),
Медзанотте (11),
Харрисон (7),
Pellegrino (5),
Торрезани (1).


Ваноли Кремона

Уиллис (14),
Оуэнс (14 + 9 подборов),
Николич (11),
Дрежняк (7),
Дэвис (6)&nbsp;&#x2013;&nbsp;старт;
Jones (11),
Poser (10),
Zampini (8),
Конти (3),
Лэйси (0).





Варезе&nbsp;&ndash;&nbsp;Милан


94:92
(25:19, 29:24, 18:22, 22:27)



Дата проведения

15 декабря, 19.00,&nbsp;&#171;Enerxenia Arena&#187; 


Онлайн матча


Варезе

Джонсон (21 + 8 подборов),
Сайкс (17),
Хэндс (15),
Грэй (11),
Akobundu-Ehiogu (5)&nbsp;&#x2013;&nbsp;старт;
Либрицци (11),
Альвити (8),
Тайус (6 + 10 подборов),
Ассуи (0).


Милан

Ледэй (19 + 14 подборов),
Мэннион (15),
Шилдс (13 + 7 подборов),
Тонут (2),
Гиллеспи (2)&nbsp;&#x2013;&nbsp;старт;
Брукс (19 + 7 подборов),
Димитриевич (10),
Флаккадори (4),
Больмаро (4),
Риччи (4),
Карузо (0),
Диоп (0).





Трапани Шарк&nbsp;&ndash;&nbsp;Тренто


107:99
(32:30, 27:28, 26:22, 22:19)



Дата проведения

15 декабря, 20.15,&nbsp;&#171;PalaConad&#187; 


Онлайн матча


Трапани Шарк

Алибегович (30),
Хортон (12),
Робинсон (11 + 9 передач),
Гэллоуэй (7 + 6 передач),
Петручелли (3)&nbsp;&#x2013;&nbsp;старт;
Браун (14),
Эбуа (9),
Нотэй (8 + 6 передач),
Пляйсс (6),
Россато (5),
Джентиле (2).


Тренто

Лэмб (17 + 6 потерь),
Байе (16),
Пеккья (14),
Эллис (11 + 7 передач + 5 потерь),
Cale (3)&nbsp;&#x2013;&nbsp;старт;
Форд (17),
Жукаускас (11),
Ньянг (7),
Форрай (3).





Виртус&nbsp;&ndash;&nbsp;Триест


70:78
(17:14, 15:26, 23:14, 15:24)



Дата проведения

15 декабря, 21.00,&nbsp;&#171;Виртус Арена&#187; 


Онлайн матча


Виртус

Жижич (16 + 8 подборов),
Кординье (14),
Клайберн (11),
Пайола (7),
Полонара (5)&nbsp;&#x2013;&nbsp;старт;
Морган (9),
Гражулис (3),
Хэкетт (2),
Акеле (2),
Диуф (1),
Такер (0).


Триест

Ютофф (12 + 9 подборов),
Брукс (12 + 8 подборов),
Руцциер (10 + 8 передач),
Валентайн (8),
Johnson (6)&nbsp;&#x2013;&nbsp;старт;
Росс (19),
Кандусси (9),
Кампогранде (2),
Деанджели (0).





Брешия&nbsp;&ndash;&nbsp;Наполи


97:84
(31:21, 19:23, 29:24, 18:16)



Дата проведения

15 декабря, 21.30,&nbsp;&#171;PalaLeonessa&#187; 


Онлайн матча


Брешия

Делла Валле (17),
Иванович (15),
Ндур (14),
Риверс (10),
Билан (10 + 8 подборов)&nbsp;&#x2013;&nbsp;старт;
Бернелл (15),
Доу (9),
Курно (5),
Pollini (2),
Tonelli (0),
Ферреро (0),
Мобио (0).


Наполи

Пангос (14 + 6 передач),
Трейер (13 + 7 подборов),
Тоте (13),
Грин (8),
Вольдетенсаэ (7)&nbsp;&#x2013;&nbsp;старт;
Бентил (14),
Де Николао (7),
Ньюмэн (5),
Copeland (3),
Мабор (0).


Положение команд: Тренто – 10-1, Трапани Шарк – 9-2, Брешия – 9-2, Виртус – 8-3, Реджо-Эмилия – 8-3, Милан – 6-5, Дертона – 6-5, Триест – 6-5, Тревизо – 6-5, Динамо Сассари – 4-7, Венеция – 4-7, Скафати – 4-7, Пистоя – 3-8, Варезе – 3-8, Ваноли Кремона – 2-9, Наполи – 0-11.
ПРИМЕЧАНИЕ: время начала матчей – московское.",https://www.sports.ru/basketball/1116569340-chempionat-italii-trapani-shark-primet-trento-virtus-sygraet-s-triesto.html,"Sun, 15 Dec 2024 23:38:00 +0300"
321,"Чемпионат Франции. «Ле-Ман» выиграл у «Парижа», «Нанси» уступил «Виллербану»","«Ле-Ман» выиграл у «Парижа», «Нанси» уступил «Виллербану».
Чемпионат Франции
Регулярный чемпионат



Ле-Ман&nbsp;&ndash;&nbsp;Париж


84:76
(16:18, 26:18, 17:21, 25:19)



Дата проведения

15 декабря, 18.30,&nbsp;&#171;Antarès&#187; 


Онлайн матча


Ле-Ман

Хаджинс (28),
Делоне (13),
Пенда (8),
Нарас (6),
Йегет (6)&nbsp;&#x2013;&nbsp;старт;
Нгуама (8),
Томас (8),
ДиЛео (7).


Париж

Уорд (24),
Шортс (11 + 7 передач),
Уаттара (10),
Кавальер (2 + 7 подборов),
Кратцер (2)&nbsp;&#x2013;&nbsp;старт;
Си (9),
Малкольм (7),
Ифи (5),
Кессенс (4),
Шарвен (2),
Ло (0),
Эррера (0).





Гравлин-Дюнкерк&nbsp;&ndash;&nbsp;Нантер


83:89
 OT (15:18, 23:18, 16:22, 19:15, 10:16)



Дата проведения

15 декабря, 18.30,&nbsp;&#171;Stades de Flandres&#187; 


Онлайн матча


Гравлин-Дюнкерк

Бэбб (23),
Уотсон (20),
Эйджи (17 + 9 подборов),
Бежанишвили (12),
Кэттур (3)&nbsp;&#x2013;&nbsp;старт;
Шери (8),
Корнели (0),
Фофана (0),
Домон (0).


Нантер

Кейвер (20),
Родригес (17),
Сен (16 + 6 передач),
Лакомб (10),
Пркачин (10)&nbsp;&#x2013;&nbsp;старт;
Дюссолье (10),
Барбич (2),
Фишер (2),
Тиллмен (2).





Нанси&nbsp;&ndash;&nbsp;АСВЕЛ Виллербан


85:91
(26:19, 16:25, 24:25, 19:22)



Дата проведения

15 декабря, 21.00,&nbsp;&#171;Palais des Sports Jean Weille&#187; 


Онлайн матча


Нанси

Клемонс (26),
Фриш (13),
Лабанка (11),
Амини (10),
Томпсон (8 + 8 подборов)&nbsp;&#x2013;&nbsp;старт;
Уокер (7 + 5 потерь),
Оливер (6),
Гозен (2),
Перрен (2).


АСВЕЛ Виллербан

Ндиайе (12),
Аженса (11),
Маледон (10),
Харрисон (5),
Сако (4)&nbsp;&#x2013;&nbsp;старт;
Ловернь (16),
Де Коло (10),
Лайти (8),
Блэк (8),
Ли (5),
Роберсон (2),
Sissoko (0).


Положение команд: Шоле – 9-2, Париж – 9-3, Виллербан – 9-3, Монако – 8-4, Бурк – 8-4, Сен-Кантен – 7-5, Гравлин-Дюнкерк – 6-6, Страсбур – 6-6, Ле-Ман – 6-6, Лимож – 5-7, Нанси – 5-7, Нантер – 5-7, Дижон – 4-7, Элан Шалон – 4-8, Ле-Портель – 3-9, Стад Рошеле – 1-11.
ПРИМЕЧАНИЕ: время начала матчей – московское.  ",https://www.sports.ru/basketball/1116569345-chempionat-franczii-le-man-primet-parizh-nansi-villerban.html,"Sun, 15 Dec 2024 23:33:00 +0300"
322,Дмитрий Губерниев: «Лифинцев и каноист Петров – лучшие спортсмены России в 2024 году»,"Мирон Лифинцев выиграл пять золотых медалей на чемпионате мира по плаванию на короткой воде в Будапеште. Захар Петров стал трехкратным победителем ЧМ по гребле на байдарках и каноэ, который прошел в августе в Самарканде.
Сегодня российская команда с Лифинцевым в составе установила мировой рекорд в мужской комбинированной эстафете 4x100 м. Российские пловцы выступали в нейтральном статусе.
«Конечно, это жирный восклицательный знак, который всем запомнится. И я думаю, что это даже не вишенка на торте, а основное блюдо – мировой рекорд в эстафете. И еще раз хочу сказать, что Лифинцев вместе с каноистом Захаром Петровым – лучшие спортсмены России в уходящем году.
А спортсменам хочу пожелать, пловцам, больше самостоятельности. Ребята, учитесь принимать решение сами. Не слушайтесь дедулек и бабулек, которые выживают из ума и не ведают, что творят», – сказал комментатор и ведущий «Матч ТВ» Дмитрий Губерниев.
Лучшая сборная России-2024: наши пловцы вернулись – и сразу 5 золотых на ЧМ!",https://www.sports.ru/others/1116570137-dmitrij-guberniev-lifinczev-i-kanoist-petrov-luchshie-sportsmeny-rossi.html,"Sun, 15 Dec 2024 23:33:00 +0300"
323,"«ПСЖ» – «Лион». 2:1 – Дембеле, Витинья и Микаутадзе забили. Онлайн-трансляция","Спортс” проводит текстовую онлайн-трансляцию матча.
Уже на 8-й минуте счет открыл вингер парижан Усман Дембеле. На 14-й Витинья забил с пенальти. На 40-й один мяч отыграл грузинский форвард Жорж Микаутадзе.
Игру в прямом эфире показывает Okko.



ПСЖ &ndash; Лион


2:1&nbsp;(второй тайм)


Дата проведения

15 декабря, 22:45,&nbsp;&#171;Парк-де-Пренс&#187; 


превью матча
онлайн
статистика
коэффициенты

        

Голы: 


1:0 &ndash;
8&nbsp;Дембеле, 
2:0 &ndash;
14, пенальти&nbsp;Витинья, 
2:1 &ndash;
40&nbsp;Микаутадзе.


ПСЖ &ndash;
Доннарумма, Мендеш, Пачо, Бералдо, Хакими, Витинья, Жоау Невеш, Заир-Эмери, Ли Кан Ин, Дуэ, Дембеле.

Лион &ndash;
Лукас Перри, Тальяфико, Ниакате, Мата, Мэйтленд-Найлз, Толиссо, Матич, Верету, Шерки, Микаутадзе, Нуама.

Предупреждения: 

Ли Кан Ин
(15), Микаутадзе
(41), Доннарумма
(41), Верету
(45+2).


Таблица Лиги 1
Статистика Лиги 1",https://www.sports.ru/football/1116569303-pszh-lion-onlajn-translyacziya-nachnetsya-v-2245.html,"Sun, 15 Dec 2024 23:32:00 +0300"
